"","date_time","gw_va_shen","p_va_shen","sw_va_shen","r_va_shen","gw_va_nova","p_va_nova","sw_va_nova","r_va_nova","region_md_cent","region_md_west"
"451",2039-03-27,0,1,0,1,0,0,0,1,1,0
"452",2039-03-28,0,1,0,1,0,0,0,1,1,0
"453",2039-03-29,0,1,0,1,0,0,1,1,1,0
"454",2039-03-30,0,1,1,1,0,0,1,1,1,0
"455",2039-03-31,0,1,1,1,0,0,1,1,1,0
"456",2039-04-01,1,1,1,1,1,0,1,1,1,0
"457",2039-04-02,1,1,1,1,1,0,1,1,1,0
"458",2039-04-03,1,1,1,1,1,0,1,1,1,0
"459",2039-04-04,1,1,1,1,1,0,1,1,1,0
"460",2039-04-05,1,1,1,1,1,0,0,1,1,0
"461",2039-04-06,1,1,1,1,1,0,0,1,1,0
"462",2039-04-07,1,1,2,1,1,0,0,1,1,0
"463",2039-04-08,1,1,2,1,1,0,0,1,1,0
"464",2039-04-09,1,1,2,1,1,0,0,1,1,0
"465",2039-04-10,1,1,2,1,1,0,0,1,1,0
"466",2039-04-11,1,1,2,1,1,0,0,1,1,0
"467",2039-04-12,1,1,2,1,1,0,0,1,1,0
"468",2039-04-13,1,1,3,1,1,0,0,1,1,0
"469",2039-04-14,1,1,3,1,1,0,0,1,0,0
"470",2039-04-15,1,1,3,1,1,0,0,1,0,0
"471",2039-04-16,1,1,3,1,1,0,0,1,0,0
"472",2039-04-17,1,1,3,1,1,0,0,1,0,0
"473",2039-04-18,1,1,3,1,1,0,0,1,0,0
"474",2039-04-19,1,1,3,1,1,0,1,1,0,0
"475",2039-04-20,1,1,3,1,1,0,2,1,0,0
"476",2039-04-21,1,1,3,1,1,0,2,1,0,0
"477",2039-04-22,1,1,3,1,1,0,2,1,0,0
"478",2039-04-23,1,1,3,1,1,0,1,1,0,0
"479",2039-04-24,1,1,3,1,1,0,1,1,0,0
"480",2039-04-25,1,1,3,1,1,0,1,1,0,0
"481",2039-04-26,1,1,3,1,2,0,1,1,0,0
"482",2039-04-27,1,2,3,1,2,0,1,1,0,0
"483",2039-04-28,1,2,3,1,2,0,1,1,0,0
"484",2039-04-29,1,2,3,1,2,1,1,1,0,0
"485",2039-04-30,1,2,3,1,2,1,2,1,0,0
"486",2039-05-01,3,2,3,1,3,1,2,1,1,0
"487",2039-05-02,3,2,3,1,3,1,3,1,1,0
"488",2039-05-03,3,2,3,1,3,1,3,1,1,0
"489",2039-05-04,3,2,3,1,3,1,3,1,1,0
"490",2039-05-05,3,2,3,1,3,1,3,1,1,1
"491",2039-05-06,3,2,3,1,3,1,3,1,1,1
"492",2039-05-07,3,2,3,1,3,1,3,1,1,1
"493",2039-05-08,3,2,3,1,3,1,2,1,1,1
"494",2039-05-09,3,2,3,1,3,1,1,1,1,1
"495",2039-05-10,3,2,3,1,3,1,1,1,1,1
"496",2039-05-11,3,2,3,1,3,1,1,1,1,1
"497",2039-05-12,3,2,3,1,3,1,1,1,1,1
"498",2039-05-13,3,2,3,1,3,1,1,1,1,1
"499",2039-05-14,3,2,3,1,3,1,1,1,1,1
"500",2039-05-15,3,2,3,1,3,1,3,1,1,1
"501",2039-05-16,3,2,3,1,3,1,3,1,1,1
"502",2039-05-17,3,2,3,1,3,1,3,1,1,1
"503",2039-05-18,3,2,3,1,3,1,3,1,1,1
"504",2039-05-19,3,2,3,1,3,1,3,1,1,1
"505",2039-05-20,3,2,3,1,3,1,3,1,1,1
"506",2039-05-21,3,2,3,1,3,1,3,1,1,1
"507",2039-05-22,3,2,3,1,3,1,3,1,1,1
"508",2039-05-23,3,2,3,1,3,1,2,1,1,1
"509",2039-05-24,3,2,3,1,3,1,2,1,1,1
"510",2039-05-25,3,2,3,1,3,1,1,1,1,1
"511",2039-05-26,3,2,3,1,3,1,1,1,1,1
"512",2039-05-27,3,2,3,1,3,1,1,1,1,1
"513",2039-05-28,3,2,3,1,3,1,1,1,1,1
"514",2039-05-29,3,2,3,1,3,1,1,1,1,1
"515",2039-05-30,3,2,3,1,3,1,3,1,1,1
"516",2039-05-31,3,2,3,1,3,1,3,1,1,1
"517",2039-06-01,3,2,3,1,3,1,3,1,2,1
"518",2039-06-02,3,2,3,1,3,1,3,1,2,1
"519",2039-06-03,3,2,3,1,3,1,3,1,2,1
"520",2039-06-04,3,2,3,1,3,1,3,1,2,1
"521",2039-06-05,3,2,3,1,3,1,3,1,2,1
"522",2039-06-06,3,2,3,1,3,2,3,1,2,1
"523",2039-06-07,3,2,3,1,3,2,3,1,2,1
"524",2039-06-08,3,2,3,1,3,2,3,1,2,1
"525",2039-06-09,3,2,3,1,3,2,3,1,2,1
"526",2039-06-10,3,2,3,1,3,2,3,1,2,1
"527",2039-06-11,3,2,3,1,3,2,3,1,2,1
"528",2039-06-12,3,2,3,2,3,2,3,2,2,1
"529",2039-06-13,3,2,3,2,3,2,3,2,2,1
"530",2039-06-14,3,2,3,2,3,2,1,2,2,1
"531",2039-06-15,3,2,3,2,3,2,0,2,2,1
"532",2039-06-16,3,2,3,2,3,2,0,2,2,1
"533",2039-06-17,3,2,3,2,3,2,0,2,2,1
"534",2039-06-18,3,2,3,2,3,2,0,2,2,1
"535",2039-06-19,3,2,3,2,3,2,0,2,2,1
"536",2039-06-20,3,2,3,2,3,2,0,2,2,1
"537",2039-06-21,3,2,3,2,3,1,0,2,2,1
"538",2039-06-22,3,2,3,2,3,1,0,2,2,1
"539",2039-06-23,3,2,3,2,3,2,0,2,3,1
"540",2039-06-24,3,2,3,2,3,2,0,2,3,1
"541",2039-06-25,3,2,3,2,3,2,0,2,3,1
"542",2039-06-26,3,2,3,2,3,2,0,2,3,1
"543",2039-06-27,3,2,3,2,3,2,2,2,3,1
"544",2039-06-28,3,2,3,2,3,2,3,2,3,2
"545",2039-06-29,3,2,3,2,3,2,3,2,3,2
"546",2039-06-30,3,3,3,2,3,2,1,2,3,2
"547",2039-07-01,3,3,3,2,3,2,0,2,3,3
"548",2039-07-02,3,3,3,2,3,2,0,2,3,3
"549",2039-07-03,3,3,3,2,3,2,0,2,3,3
"550",2039-07-04,3,3,3,2,3,2,0,2,3,3
"551",2039-07-05,3,3,3,2,3,2,0,2,3,3
"552",2039-07-06,3,3,3,2,3,2,0,2,3,3
"553",2039-07-07,3,3,3,2,3,2,1,2,3,3
"554",2039-07-08,3,3,3,2,3,2,1,2,3,3
"555",2039-07-09,3,3,3,2,3,2,2,2,3,3
"556",2039-07-10,3,3,3,2,3,2,3,2,3,3
"557",2039-07-11,3,3,3,2,3,2,3,2,3,3
"558",2039-07-12,3,3,3,2,3,2,3,2,3,3
"559",2039-07-13,3,3,3,2,3,2,3,2,3,3
"560",2039-07-14,3,3,3,2,3,2,3,2,3,3
"561",2039-07-15,3,3,3,2,3,2,3,3,3,3
"562",2039-07-16,3,3,3,2,3,2,3,3,3,3
"563",2039-07-17,3,3,3,2,3,2,3,3,3,3
"564",2039-07-18,3,3,3,2,3,2,3,3,3,3
"565",2039-07-19,3,3,3,2,3,2,3,3,3,3
"566",2039-07-20,3,3,3,2,3,2,3,3,3,3
"567",2039-07-21,3,3,3,2,3,2,3,3,3,3
"568",2039-07-22,3,3,3,2,3,2,3,3,3,3
"569",2039-07-23,3,3,3,2,3,2,3,3,3,3
"570",2039-07-24,3,3,3,2,3,2,3,3,3,3
"571",2039-07-25,3,3,3,2,3,2,3,3,3,3
"572",2039-07-26,3,3,3,2,3,2,2,3,3,3
"573",2039-07-27,3,3,3,2,3,2,2,3,3,3
"574",2039-07-28,3,3,3,2,3,2,2,3,3,3
"575",2039-07-29,3,3,3,2,3,2,2,3,3,3
"576",2039-07-30,3,3,3,2,3,2,2,3,3,3
"577",2039-07-31,3,3,3,2,3,2,2,3,3,3
"578",2039-08-01,3,3,3,2,3,2,2,3,3,3
"579",2039-08-02,3,3,3,2,3,2,3,3,3,3
"580",2039-08-03,3,3,3,2,3,2,3,3,3,3
"581",2039-08-04,3,3,3,2,3,2,3,3,3,3
"582",2039-08-05,3,3,3,2,3,2,3,3,3,3
"583",2039-08-06,3,3,3,2,3,2,3,3,3,3
"584",2039-08-07,3,3,3,2,3,2,3,3,3,3
"585",2039-08-08,3,3,3,2,3,2,3,3,3,3
"586",2039-08-09,3,3,3,2,3,2,3,3,3,3
"587",2039-08-10,3,3,3,2,3,2,3,3,3,3
"2100",2038-01-02,1,0,0,0,0,0,1,0,2,0
"3100",2038-01-03,1,0,0,0,0,0,1,0,2,0
"4100",2038-01-04,1,0,0,0,0,0,1,0,2,0
"588",2038-01-05,1,0,0,0,0,0,1,0,2,0
"610",2038-01-06,0,0,0,0,0,0,2,0,2,0
"710",2038-01-07,0,0,0,0,0,0,2,0,2,0
"810",2038-01-08,0,0,0,0,0,0,1,0,2,0
"910",2038-01-09,0,0,0,0,0,0,1,0,2,0
"1010",2038-01-10,0,0,0,0,0,0,1,0,2,0
"1110",2038-01-11,0,0,0,0,0,0,1,0,2,0
"1210",2038-01-12,0,0,0,0,0,0,1,0,2,0
"1310",2038-01-13,0,0,0,0,0,0,1,0,2,0
"1410",2038-01-14,0,0,0,0,0,0,1,0,2,0
"1510",2038-01-15,0,0,0,0,0,0,1,0,2,0
"1610",2038-01-16,0,0,0,0,0,0,0,0,2,0
"1710",2038-01-17,0,0,0,0,0,0,0,0,2,0
"1810",2038-01-18,0,0,0,0,0,0,0,0,2,0
"1910",2038-01-19,0,0,0,0,0,0,0,0,2,0
"2010",2038-01-20,0,0,0,0,0,0,0,0,2,0
"2110",2038-01-21,0,0,0,0,0,0,0,0,2,0
"2210",2038-01-22,0,0,0,0,0,0,0,0,1,0
"2310",2038-01-23,0,0,0,0,0,0,0,0,1,0
"2410",2038-01-24,0,0,0,0,0,0,0,0,1,0
"2510",2038-01-25,0,0,0,0,0,0,0,0,1,0
"2610",2038-01-26,0,0,0,0,0,0,0,0,1,0
"2710",2038-01-27,0,0,0,0,0,0,0,0,1,0
"2810",2038-01-28,0,0,0,0,0,0,0,0,1,0
"2910",2038-01-29,0,0,0,0,0,0,0,0,1,0
"3010",2038-01-30,0,0,0,0,0,0,0,0,1,0
"3110",2038-01-31,0,0,0,0,0,0,0,0,1,0
"3210",2038-02-01,0,0,0,0,0,0,0,0,0,0
"3310",2038-02-02,0,0,0,0,0,0,0,0,0,0
"3410",2038-02-03,0,0,0,0,0,0,0,0,0,0
"3510",2038-02-04,0,0,0,0,0,0,0,0,0,0
"3610",2038-02-05,0,0,0,0,0,0,0,0,0,0
"3710",2038-02-06,0,0,0,0,0,0,0,0,0,0
"3810",2038-02-07,0,0,0,0,0,0,0,0,0,0
"3910",2038-02-08,0,0,0,0,0,0,0,0,0,0
"4010",2038-02-09,0,0,0,0,0,0,0,0,0,0
"4110",2038-02-10,0,0,0,0,0,0,0,0,0,0
"4210",2038-02-11,0,0,0,0,0,0,0,0,0,0
"4310",2038-02-12,0,0,0,0,0,0,0,0,0,0
"4410",2038-02-13,0,0,0,0,0,0,0,0,0,0
"4510",2038-02-14,0,0,0,0,0,0,0,0,0,0
"4610",2038-02-15,0,0,0,0,0,0,0,0,0,0
"4710",2038-02-16,0,0,0,0,0,0,0,0,0,0
"4810",2038-02-17,0,0,0,0,0,0,0,0,0,0
"4910",2038-02-18,0,0,0,0,0,0,0,0,0,0
"5010",2038-02-19,0,0,0,0,0,0,0,0,0,0
"5110",2038-02-20,0,0,0,0,0,0,0,0,0,0
"5210",2038-02-21,0,0,0,0,0,0,0,0,0,0
"5310",2038-02-22,0,0,0,0,0,0,0,0,0,0
"5410",2038-02-23,0,0,0,0,0,0,0,0,0,0
"5510",2038-02-24,0,0,0,0,0,0,0,0,0,0
"5610",2038-02-25,0,0,0,0,0,0,0,0,0,0
"5710",2038-02-26,0,0,0,0,0,0,0,0,0,0
"589",2038-02-27,0,0,0,0,0,0,0,0,0,0
"591",2038-02-28,0,0,0,0,0,0,0,0,0,0
"601",2038-03-01,0,0,0,0,0,0,0,0,0,0
"611",2038-03-02,0,0,0,0,0,0,0,0,0,0
"621",2038-03-03,0,0,0,0,0,0,0,0,0,0
"631",2038-03-04,0,0,0,0,0,0,0,0,0,0
"641",2038-03-05,0,0,0,0,0,0,0,0,0,0
"651",2038-03-06,0,0,0,0,0,0,0,0,0,0
"661",2038-03-07,0,0,0,0,0,0,0,0,0,0
"671",2038-03-08,0,0,0,0,0,0,0,0,0,0
"681",2038-03-09,0,0,0,0,0,0,0,0,0,0
"691",2038-03-10,0,0,0,0,0,0,0,0,0,0
"701",2038-03-11,0,0,0,0,0,0,0,0,0,0
"711",2038-03-12,0,0,0,0,0,0,0,0,0,0
"721",2038-03-13,0,0,0,0,0,0,0,0,0,0
"731",2038-03-14,0,0,0,0,0,0,0,0,0,0
"741",2038-03-15,0,0,0,0,0,0,0,0,0,0
"751",2038-03-16,0,0,0,0,0,0,0,0,0,0
"761",2038-03-17,0,0,0,0,0,0,0,0,0,0
"771",2038-03-18,0,0,0,0,0,0,0,0,0,0
"781",2038-03-19,0,0,0,0,0,0,0,0,0,0
"791",2038-03-20,0,0,0,0,0,0,0,0,0,0
"801",2038-03-21,0,0,0,0,0,0,0,0,0,0
"811",2038-03-22,0,0,0,0,0,0,0,0,0,0
"821",2038-03-23,0,0,0,0,0,0,0,0,0,0
"831",2038-03-24,0,0,0,0,0,0,0,0,0,0
"841",2038-03-25,0,0,0,0,0,0,0,0,0,0
"851",2038-03-26,0,0,0,0,0,0,0,0,0,0
"861",2038-03-27,0,0,0,0,0,0,0,0,0,0
"871",2038-03-28,0,0,0,0,0,0,0,0,0,0
"881",2038-03-29,0,0,0,0,0,0,0,0,0,0
"891",2038-03-30,0,0,0,0,0,0,0,0,0,0
"901",2038-03-31,0,0,0,0,0,0,0,0,0,0
"911",2038-04-01,0,0,0,0,0,0,1,0,0,0
"921",2038-04-02,0,0,0,0,0,0,0,0,0,0
"931",2038-04-03,0,0,0,0,0,0,0,0,0,0
"941",2038-04-04,0,0,0,0,0,0,0,0,0,0
"951",2038-04-05,0,0,0,0,0,0,0,0,0,0
"961",2038-04-06,0,0,0,0,0,0,0,0,0,0
"971",2038-04-07,0,0,0,0,0,0,0,0,0,0
"981",2038-04-08,0,0,0,0,0,0,0,0,0,0
"991",2038-04-09,0,0,0,0,0,0,0,0,0,0
"1001",2038-04-10,0,0,0,0,0,0,0,0,0,0
"1011",2038-04-11,0,0,0,0,0,0,0,0,0,0
"1021",2038-04-12,0,0,0,0,0,0,0,0,0,0
"1031",2038-04-13,0,0,0,0,0,0,0,0,0,0
"1041",2038-04-14,0,0,0,0,0,0,0,0,0,0
"1051",2038-04-15,0,0,0,0,0,0,0,0,0,0
"1061",2038-04-16,0,0,0,0,0,0,0,0,0,0
"1071",2038-04-17,0,0,0,0,0,0,0,0,0,0
"1081",2038-04-18,0,0,0,0,0,0,0,0,0,0
"1091",2038-04-19,0,0,0,0,0,0,0,0,0,0
"1101",2038-04-20,0,0,0,0,0,0,0,0,0,0
"1111",2038-04-21,0,0,0,0,0,0,0,0,0,0
"1121",2038-04-22,0,0,0,0,0,0,0,0,0,0
"1131",2038-04-23,0,0,0,0,0,0,0,0,0,0
"1141",2038-04-24,0,0,0,0,0,0,0,0,0,0
"1151",2038-04-25,0,0,0,0,0,0,0,0,0,0
"1161",2038-04-26,0,0,0,0,0,0,0,0,0,0
"1171",2038-04-27,0,0,0,0,0,0,0,0,0,0
"1181",2038-04-28,0,0,0,0,0,0,0,0,0,0
"1191",2038-04-29,0,0,0,0,0,0,1,0,0,0
"1201",2038-04-30,0,0,0,0,0,0,1,0,0,0
"1211",2038-05-01,0,0,0,0,0,0,0,0,0,0
"1221",2038-05-02,0,0,0,0,0,0,0,0,0,0
"1231",2038-05-03,0,0,0,0,0,0,0,0,0,0
"1241",2038-05-04,0,0,0,0,0,0,0,0,0,0
"1251",2038-05-05,0,0,0,0,0,0,0,0,0,0
"1261",2038-05-06,0,0,0,0,0,0,0,0,0,0
"1271",2038-05-07,0,0,0,0,0,0,0,0,0,0
"1281",2038-05-08,0,0,0,0,0,0,0,0,0,0
"1291",2038-05-09,0,0,0,0,0,0,0,0,0,0
"1301",2038-05-10,0,0,0,0,0,0,0,0,0,0
"1311",2038-05-11,0,0,0,0,0,0,0,0,0,0
"1321",2038-05-12,0,0,0,0,0,0,0,0,0,0
"1331",2038-05-13,0,0,0,0,1,0,0,0,0,0
"1341",2038-05-14,0,0,0,0,1,0,0,0,0,0
"1351",2038-05-15,0,0,0,0,1,0,0,0,0,0
"1361",2038-05-16,0,0,0,0,1,0,0,0,0,0
"1371",2038-05-17,0,0,0,0,1,0,0,0,0,0
"1381",2038-05-18,0,0,0,0,1,0,0,0,0,0
"1391",2038-05-19,0,0,0,0,1,0,0,0,0,0
"1401",2038-05-20,0,0,0,0,1,0,1,0,0,0
"1411",2038-05-21,0,0,0,0,1,0,1,0,0,0
"1421",2038-05-22,0,0,0,0,1,0,1,0,0,0
"1431",2038-05-23,0,0,0,0,1,0,1,0,0,0
"1441",2038-05-24,0,0,0,0,2,0,1,0,0,0
"1451",2038-05-25,0,0,0,0,2,0,1,0,0,0
"1461",2038-05-26,0,0,0,0,2,0,1,0,0,0
"1471",2038-05-27,0,0,0,0,2,0,2,0,0,0
"1481",2038-05-28,0,0,0,0,2,0,2,0,0,0
"1491",2038-05-29,0,0,0,0,3,0,2,0,0,0
"1501",2038-05-30,0,0,0,0,3,0,2,0,0,0
"1511",2038-05-31,0,0,0,0,3,0,3,0,0,0
"1521",2038-06-01,0,0,0,0,0,0,1,0,0,0
"1531",2038-06-02,0,0,0,0,0,0,1,0,0,0
"1541",2038-06-03,0,0,0,0,0,0,1,0,0,0
"1551",2038-06-04,0,0,0,0,0,0,1,0,0,0
"1561",2038-06-05,1,0,0,0,0,0,1,0,0,0
"1571",2038-06-06,1,0,0,0,0,0,1,0,0,0
"1581",2038-06-07,1,0,0,0,0,0,1,0,0,0
"1591",2038-06-08,1,0,0,0,0,0,2,0,0,0
"1601",2038-06-09,1,0,0,0,0,0,2,0,0,0
"1611",2038-06-10,1,0,0,0,0,0,1,0,0,0
"1621",2038-06-11,1,0,0,0,0,0,1,0,0,0
"1631",2038-06-12,1,0,0,0,0,0,0,0,0,0
"1641",2038-06-13,1,0,0,0,0,0,0,0,0,0
"1651",2038-06-14,1,0,0,0,0,0,0,0,0,0
"1661",2038-06-15,2,0,0,0,0,0,0,0,0,0
"1671",2038-06-16,2,0,0,0,0,0,0,0,0,0
"1681",2038-06-17,2,0,0,0,0,0,0,0,0,0
"1691",2038-06-18,3,0,0,0,0,0,0,0,0,0
"1701",2038-06-19,3,0,0,0,0,0,0,0,0,0
"1711",2038-06-20,3,0,0,0,0,0,0,0,0,0
"1721",2038-06-21,3,0,0,0,0,0,0,0,0,0
"1731",2038-06-22,3,0,0,0,0,0,0,0,0,0
"1741",2038-06-23,3,0,0,0,0,0,0,0,0,0
"1751",2038-06-24,3,0,0,0,1,0,0,0,0,0
"1761",2038-06-25,3,0,0,0,1,0,0,0,0,0
"1771",2038-06-26,3,0,0,0,1,0,0,0,0,0
"1781",2038-06-27,3,0,0,0,1,0,0,0,0,0
"1791",2038-06-28,3,0,0,0,1,0,0,0,0,0
"1801",2038-06-29,3,0,0,0,1,0,0,0,0,0
"1811",2038-06-30,3,0,0,0,1,0,0,0,0,0
"1821",2038-07-01,3,0,0,0,0,0,0,0,0,0
"1831",2038-07-02,3,0,0,0,0,0,0,0,0,0
"1841",2038-07-03,3,0,0,0,0,0,0,0,0,0
"1851",2038-07-04,3,0,0,0,0,0,0,0,0,0
"1861",2038-07-05,3,0,0,0,0,0,0,0,0,0
"1871",2038-07-06,3,0,0,0,0,0,0,0,0,0
"1881",2038-07-07,3,0,0,0,0,0,1,0,0,0
"1891",2038-07-08,3,0,0,0,0,0,0,0,0,0
"1901",2038-07-09,3,0,0,0,0,0,0,0,0,0
"1911",2038-07-10,3,0,0,0,0,0,0,0,0,0
"1921",2038-07-11,3,0,0,0,0,0,0,0,0,0
"1931",2038-07-12,3,0,0,0,0,0,0,0,0,0
"1941",2038-07-13,3,0,0,0,0,0,0,0,0,0
"1951",2038-07-14,3,0,0,0,0,0,0,0,0,0
"1961",2038-07-15,3,0,0,0,0,0,0,0,0,0
"1971",2038-07-16,3,0,0,0,0,0,1,0,0,0
"1981",2038-07-17,3,0,0,0,0,0,1,0,0,0
"1991",2038-07-18,3,0,0,0,0,0,1,0,0,0
"2001",2038-07-19,3,0,0,0,0,0,1,0,0,0
"2011",2038-07-20,3,0,0,0,0,0,1,0,0,0
"2021",2038-07-21,3,0,1,0,0,0,2,0,0,0
"2031",2038-07-22,3,0,1,0,0,0,2,0,0,0
"2041",2038-07-23,3,0,1,0,0,0,2,0,0,0
"2051",2038-07-24,3,0,1,0,0,0,2,0,0,0
"2061",2038-07-25,3,0,1,0,1,0,2,0,0,0
"2071",2038-07-26,3,0,1,0,1,0,2,0,0,0
"2081",2038-07-27,3,0,1,0,1,0,2,0,0,0
"2091",2038-07-28,3,0,1,0,1,0,2,0,0,0
"2101",2038-07-29,3,0,2,0,1,0,3,0,0,0
"2111",2038-07-30,3,0,2,0,1,0,3,0,0,0
"2121",2038-07-31,3,0,2,0,1,0,1,0,0,0
"2131",2038-08-01,2,0,1,1,0,0,1,1,0,0
"2141",2038-08-02,2,0,1,1,0,0,1,1,0,0
"2151",2038-08-03,2,0,1,1,0,0,1,1,0,0
"2161",2038-08-04,3,0,1,1,0,0,1,1,0,0
"2171",2038-08-05,3,0,1,1,0,0,1,1,0,0
"2181",2038-08-06,3,0,2,1,0,0,1,1,0,0
"2191",2038-08-07,3,0,2,1,0,0,2,1,0,0
"2201",2038-08-08,3,0,2,1,1,0,3,1,0,0
"2211",2038-08-09,3,0,2,1,1,0,3,1,0,0
"2221",2038-08-10,3,0,2,1,1,0,0,1,1,0
"2231",2038-08-11,3,0,2,1,1,0,0,1,1,0
"2241",2038-08-12,3,0,2,1,1,0,0,1,1,0
"2251",2038-08-13,3,0,2,1,1,0,0,1,1,0
"2261",2038-08-14,3,0,1,1,1,0,0,1,1,0
"2271",2038-08-15,3,0,1,1,1,0,0,1,1,0
"2281",2038-08-16,3,0,1,1,2,0,0,1,1,0
"2291",2038-08-17,3,0,1,1,3,0,0,1,1,0
"2301",2038-08-18,3,0,0,1,3,0,0,1,1,0
"2311",2038-08-19,3,0,0,1,3,0,0,1,1,0
"2321",2038-08-20,3,0,0,1,3,0,0,1,1,0
"2331",2038-08-21,3,0,0,1,3,0,0,1,1,0
"2341",2038-08-22,3,0,0,1,3,0,0,1,1,0
"2351",2038-08-23,3,0,0,1,3,0,0,1,1,0
"2361",2038-08-24,3,0,0,1,3,0,1,1,1,0
"2371",2038-08-25,3,0,0,1,3,0,3,1,1,0
"2381",2038-08-26,3,0,0,1,3,0,3,1,1,0
"2391",2038-08-27,3,0,1,1,3,0,3,1,1,0
"2401",2038-08-28,3,0,1,1,3,0,3,1,0,0
"2411",2038-08-29,3,0,1,1,3,0,3,1,0,0
"2421",2038-08-30,3,0,1,1,3,0,3,1,0,0
"2431",2038-08-31,3,0,1,1,3,0,3,1,1,0
"2441",2038-09-01,1,0,1,1,3,0,3,1,1,0
"2451",2038-09-02,1,0,2,1,3,0,3,1,1,0
"2461",2038-09-03,1,0,3,1,3,0,3,1,1,0
"2471",2038-09-04,1,0,3,1,3,0,3,1,1,0
"2481",2038-09-05,1,0,3,1,3,0,3,1,1,0
"2491",2038-09-06,1,0,3,1,3,0,3,1,1,0
"2501",2038-09-07,1,0,3,1,3,0,3,1,1,0
"2511",2038-09-08,1,0,3,1,3,0,1,1,1,0
"2521",2038-09-09,1,0,3,1,3,0,1,1,1,0
"2531",2038-09-10,1,0,3,1,3,0,1,1,1,1
"2541",2038-09-11,1,0,3,1,3,0,1,1,1,1
"2551",2038-09-12,1,0,3,1,3,0,1,1,1,0
"2561",2038-09-13,1,0,2,1,3,0,1,1,1,0
"2571",2038-09-14,1,0,1,1,3,0,1,1,1,0
"2581",2038-09-15,1,0,1,1,3,0,2,1,1,0
"2591",2038-09-16,1,0,1,1,3,0,3,1,1,0
"2601",2038-09-17,1,0,2,1,3,0,3,1,1,0
"2611",2038-09-18,1,0,2,1,3,0,1,1,1,0
"2621",2038-09-19,1,0,3,1,3,0,1,1,1,0
"2631",2038-09-20,1,0,3,1,3,0,1,1,1,0
"2641",2038-09-21,1,0,3,1,3,0,1,1,1,0
"2651",2038-09-22,1,0,3,1,3,0,0,1,1,0
"2661",2038-09-23,1,0,3,1,3,0,0,1,1,0
"2671",2038-09-24,1,0,3,1,3,0,0,1,1,0
"2681",2038-09-25,1,0,3,1,3,0,0,1,1,0
"2691",2038-09-26,1,0,3,1,3,0,0,1,1,0
"2701",2038-09-27,1,0,3,1,3,0,0,1,1,0
"2711",2038-09-28,1,0,3,1,3,0,0,1,1,1
"2721",2038-09-29,1,0,3,1,3,0,1,1,1,1
"2731",2038-09-30,1,0,3,1,3,0,2,1,1,1
"2741",2038-10-01,0,3,3,2,2,3,3,2,2,1
"2751",2038-10-02,0,3,3,2,2,3,3,2,2,1
"2761",2038-10-03,0,3,3,2,2,3,3,2,2,1
"2771",2038-10-04,0,3,3,2,2,3,3,2,2,1
"2781",2038-10-05,0,3,3,2,2,3,3,2,2,1
"2791",2038-10-06,0,3,3,2,2,3,3,2,2,1
"2801",2038-10-07,0,3,3,2,2,3,3,2,2,1
"2811",2038-10-08,0,2,3,2,2,2,0,2,2,1
"2821",2038-10-09,0,1,3,2,2,0,0,2,2,1
"2831",2038-10-10,0,2,3,2,2,0,0,2,2,1
"2841",2038-10-11,0,2,3,2,2,1,0,2,2,1
"2851",2038-10-12,0,3,3,2,2,2,0,2,2,1
"2861",2038-10-13,0,3,3,2,2,2,0,2,2,1
"2871",2038-10-14,0,3,3,2,2,3,0,2,2,1
"2881",2038-10-15,0,3,3,2,2,3,1,2,2,1
"2891",2038-10-16,0,3,3,2,2,3,2,2,2,1
"2901",2038-10-17,0,3,3,2,2,3,3,2,2,1
"2911",2038-10-18,0,3,3,2,2,3,3,2,2,1
"2921",2038-10-19,0,3,3,2,2,3,3,2,2,1
"2931",2038-10-20,0,3,3,2,2,3,3,2,2,1
"2941",2038-10-21,0,3,3,2,2,3,3,2,2,1
"2951",2038-10-22,0,3,3,2,2,3,3,2,2,1
"2961",2038-10-23,0,3,3,2,2,3,3,2,2,1
"2971",2038-10-24,0,3,3,2,2,3,3,2,2,1
"2981",2038-10-25,0,3,3,2,2,3,3,2,2,1
"2991",2038-10-26,0,3,3,2,2,3,3,2,2,1
"3001",2038-10-27,0,3,3,2,2,3,3,2,2,1
"3011",2038-10-28,0,3,3,2,2,3,3,2,2,1
"3021",2038-10-29,0,3,3,2,2,3,3,2,2,1
"3031",2038-10-30,0,3,3,2,2,3,3,2,2,2
"3041",2038-10-31,0,3,3,2,2,3,3,2,2,2
"3051",2038-11-01,1,3,3,2,1,3,3,2,3,2
"3061",2038-11-02,1,3,3,2,1,3,3,2,3,2
"3071",2038-11-03,1,3,3,2,1,3,3,2,3,2
"3081",2038-11-04,1,3,3,2,1,3,3,2,3,2
"3091",2038-11-05,1,3,3,2,1,3,3,2,3,2
"3101",2038-11-06,1,3,3,2,1,3,3,2,3,2
"3111",2038-11-07,1,3,3,2,1,3,3,2,3,3
"3121",2038-11-08,1,3,3,2,1,3,3,2,3,3
"3131",2038-11-09,1,3,3,2,1,3,3,2,3,3
"3141",2038-11-10,1,3,3,2,1,3,3,2,3,3
"3151",2038-11-11,1,3,3,2,1,3,3,2,3,3
"3161",2038-11-12,1,3,3,2,1,3,3,2,3,3
"3171",2038-11-13,1,3,3,2,1,3,3,2,3,3
"3181",2038-11-14,1,3,3,2,1,3,3,2,3,3
