date,01646500,01645000,01644000,01643000,01638500,01636500,01619500,01616500,01614500,01613000,01611500,01610155,01610000,01609000,01608500,01604500,01603000,01601500,01598500,01595800,01597500,01595500,01596500,01595790,01597490,01644148,01643500,01591000,01591400,01591700,01656000
"2019-01-01 00:00:00",43400,514,1400,7370,32700,9920,1330,1200,3010,13700,2210,583,11000,840,4520,745,3550,1210,1470,806,523,907,213,,,10.87,294,149,88.4,104,319
"2019-01-02 00:00:00",44100,387,983,3600,34900,9610,1110,894,2230,13500,1990,461,9920,616,3870,662,3040,1030,1110,592,368,762,184,,,10.84,209,112,66.2,66.0,198
"2019-01-03 00:00:00",38800,303,881,2750,30200,8310,1030,763,1840,11100,1690,342,8220,493,3330,607,2250,910,759,413,235,703,158,,,9.94,189,105,62.8,59.9,161
"2019-01-04 00:00:00",32900,217,804,2370,25800,7400,967,665,1600,9330,1490,250,7040,393,2960,578,1970,763,1040,691,321,666,125,,,9.26,170,98.7,60.1,55.8,141
"2019-01-05 00:00:00",29300,235,889,2390,23500,7020,1080,786,1710,8460,1340,233,7270,412,2800,567,3580,1140,1840,1250,444,895,265,,,9.05,177,104,64.8,60.1,174
"2019-01-06 00:00:00",28100,204,801,2540,22800,6760,1010,796,1610,10600,1350,200,9550,397,3690,561,3680,1110,1280,741,349,805,305,,,8.94,151,92.6,58.4,53.0,150
"2019-01-07 00:00:00",27900,182,689,2000,23700,6460,914,659,1360,10100,1230,158,7810,311,3130,516,2370,977,696,405,189,655,217,,,8.96,136,85.8,54.8,49.0,120
"2019-01-08 00:00:00",27000,191,658,1820,21600,5960,877,613,1260,8170,1100,151,6600,294,2760,504,2110,861,696,405,191,615,166,,,8.47,139,89.9,59.2,52.3,110
"2019-01-09 00:00:00",24500,241,674,1960,19400,5590,876,586,1290,7670,1060,173,6350,323,2600,508,2080,829,693,407,191,660,155,,,8.19,154,97.3,66.6,60.9,131
"2019-01-10 00:00:00",22900,207,589,1800,18500,5310,815,523,1160,7250,1010,148,5750,270,2360,462,1980,664,1500,1100,414,534,119,,,7.96,127,82.5,54.3,49.8,106
"2019-01-11 00:00:00",21300,189,531,1500,17100,4940,757,470,1030,6720,881,127,6000,225,2010,398,3010,572,2150,1560,526,385,104,,,7.63,117,77.0,50.7,44.2,86.0
"2019-01-12 00:00:00",19400,186,512,1350,15900,4570,717,441,947,6930,775,111,5870,198,1730,328,2840,513,1910,1370,473,335,92.3,,,7.44,113,74.8,50.2,43.8,75.3
"2019-01-13 00:00:00",19100,209,558,1360,15700,4380,708,443,924,6470,738,114,5380,199,1610,323,2490,499,1710,1230,442,321,86.5,,,7.42,122,80.3,55.4,49.0,89.4
"2019-01-14 00:00:00",18600,243,554,1360,15100,4290,693,439,891,6040,734,106,5100,187,1530,303,2350,460,1230,813,303,307,78.2,,,7.27,122,78.5,54.4,49.4,97.2
"2019-01-15 00:00:00",17600,251,508,1270,14300,4100,670,421,844,5640,703,93.2,4220,170,1400,290,1350,425,546,322,180,293,67.4,,,7.10,114,75.3,51.7,47.9,90.4
"2019-01-16 00:00:00",16700,241,490,1200,13500,3930,647,407,815,4530,661,93.5,3510,160,1300,285,1150,394,541,323,180,280,57.3,,,6.90,110,73.6,50.5,46.2,86.0
"2019-01-17 00:00:00",15500,237,487,1200,12300,3800,628,398,785,4240,624,83.2,3310,147,1220,274,1100,364,538,321,178,275,52.0,,,6.64,109,73.1,51.1,46.7,85.8
"2019-01-18 00:00:00",14600,228,498,1190,11700,3690,617,400,762,4060,613,78.1,3180,140,1160,275,1070,349,578,365,177,278,51.3,,,6.56,112,75.8,54.4,50.2,99.0
"2019-01-19 00:00:00",14600,252,588,1270,11600,3780,615,436,757,3980,626,80.6,3250,144,1220,310,1120,348,653,427,179,311,53.1,,,6.55,131,83.5,63.1,62.7,161
"2019-01-20 00:00:00",27700,1080,2940,7930,17900,7550,1340,2130,1300,9030,2630,279,8410,462,8570,1460,2360,544,1210,982,186,1930,119,,,6.85,689,371,278,356,1170
"2019-01-21 00:00:00",42100,433,1420,5150,38600,15200,1050,1340,1450,22300,3530,-999999,15300,321,9280,1040,2460,314,1570,1290,278,819,86.7,,,,195,108,-999999,82.0,358
"2019-01-22 00:00:00",51300,352,1090,2060,40400,12700,828,784,1040,13600,1940,-999999,9760,177,4900,816,2250,286,1620,1250,371,524,63.8,,,,155,111,-999999,56.2,188
"2019-01-23 00:00:00",37100,336,912,1870,28000,9130,801,665,1010,10200,1550,-999999,8000,202,3720,741,2310,362,1800,1440,371,629,51.1,,,,152,88.8,55.2,55.4,153
"2019-01-24 00:00:00",35600,989,2390,5370,25800,8090,1210,1240,2000,11400,2200,-999999,9830,636,4290,1250,4350,1040,2590,1920,539,2550,432,,,9.29,565,357,235,264,1010
"2019-01-25 00:00:00",50900,551,2080,9450,40600,9770,1840,1550,3660,22400,3650,-999999,16700,1030,7960,1330,5460,1240,2990,2130,714,1470,328,,,11.07,288,149,83.5,108,638
"2019-01-26 00:00:00",57900,422,1330,3350,47600,11900,1270,941,2380,19400,2640,478,14200,600,5860,1080,4640,924,2950,2120,710,986,213,,,12.23,213,114,65.2,68.2,292
"2019-01-27 00:00:00",48200,394,1120,2570,37700,10200,1110,767,1840,14500,1980,315,11200,438,4250,943,4020,743,2110,1530,422,813,162,,,10.80,189,105,61.5,60.7,209
"2019-01-28 00:00:00",38400,333,981,2250,30200,8500,1010,667,1550,11400,1600,227,8550,340,3400,848,2500,609,1380,1060,269,706,128,,,9.85,168,97.2,58.7,56.5,176
"2019-01-29 00:00:00",32100,291,879,1980,25200,7310,927,596,1360,9000,1330,177,7110,287,2870,767,2310,505,1360,1050,269,625,102,,,9.02,154,93.0,57.2,53.5,151
"2019-01-30 00:00:00",27300,243,798,1800,21400,6450,865,533,1210,7860,1160,-999999,6220,213,2450,682,2090,405,1090,802,203,437,57.5,,,8.44,138,87.0,54.4,50.8,135
"2019-01-31 00:00:00",23600,178,704,1280,18500,5660,779,449,919,6240,824,-999999,4640,148,1820,602,1150,247,535,375,113,267,48.1,,,7.82,172,-999999,-999999,45.5,109
"2019-02-01 00:00:00",19900,163,678,1170,14800,4940,737,419,810,4430,563,-999999,3340,145,1420,534,885,222,586,430,113,258,44.4,,,7.21,164,-999999,-999999,45.2,115
"2019-02-02 00:00:00",17000,164,672,1170,12600,4550,721,418,801,4390,703,-999999,3560,157,1390,478,1160,246,661,481,112,267,42.3,,,6.85,122,-999999,-999999,45.3,98.5
"2019-02-03 00:00:00",15600,196,638,1200,12400,4410,720,416,848,4950,858,-999999,4010,199,1490,423,1370,399,663,469,112,296,40.8,,,6.79,98.7,80.9,53.4,47.1,87.5
"2019-02-04 00:00:00",16000,230,637,1310,13500,4230,714,420,884,5020,898,-999999,3850,195,1420,416,1350,413,824,636,112,363,51.5,,,6.87,107,83.6,57.3,51.7,101
"2019-02-05 00:00:00",17000,247,620,1530,14100,4110,703,423,958,4950,842,-999999,4230,251,1380,418,2280,904,1200,914,155,791,129,,,7.13,126,83.3,57.4,53.0,107
"2019-02-06 00:00:00",17000,233,587,1720,13700,3960,682,428,1280,5930,798,221,6160,460,1450,448,4280,1970,1980,1340,440,1070,363,,,7.09,119,79.5,55.1,49.9,99.4
"2019-02-07 00:00:00",17700,251,586,1930,15500,3810,669,450,1490,10500,788,391,10200,866,1720,632,7240,3000,3020,1820,897,1420,684,,,7.11,130,84.2,60.0,51.0,108
"2019-02-08 00:00:00",21300,229,543,2000,20200,3670,652,452,2070,14400,819,1010,12600,1410,2050,720,8240,3270,3430,2020,1040,1890,788,,,7.64,115,75.2,51.5,46.1,95.7
"2019-02-09 00:00:00",27400,195,485,1940,26100,3540,616,430,2020,14900,896,683,11800,917,2210,598,6270,1950,3310,2000,1040,1220,421,,,8.62,105,67.2,46.3,41.4,72.0
"2019-02-10 00:00:00",29500,138,448,1340,23600,3390,575,388,1480,11400,776,370,9500,574,1890,484,5100,1230,2970,1710,1030,943,241,,,8.58,99.7,65.5,45.5,40.5,60.3
"2019-02-11 00:00:00",24800,294,546,1320,19700,3230,585,397,1340,9570,719,282,8110,467,1710,444,4170,973,2480,1460,826,937,178,,,8.21,148,90.6,68.6,76.9,141
"2019-02-12 00:00:00",26400,679,1750,2200,19800,3610,747,1200,1390,9340,904,271,8900,569,2440,967,4450,1020,2390,1460,720,1350,160,,,8.22,467,207,155,196,620
"2019-02-13 00:00:00",34000,605,1850,5210,27200,6660,890,2220,1780,16800,2620,311,14300,673,6280,1310,4530,930,2400,1450,711,1600,160,,,9.35,352,167,103,130,487
"2019-02-14 00:00:00",43700,432,1140,3620,36900,7890,792,1150,1530,17500,2830,236,12900,452,5400,907,3850,703,2350,1450,705,1020,133,,,10.85,225,110,66.3,68.4,239
"2019-02-15 00:00:00",41400,328,979,2780,32100,7150,751,873,1450,13900,2160,233,10700,408,4130,774,3590,716,2000,1190,566,937,139,,,10.17,194,97.3,59.5,58.8,181
"2019-02-16 00:00:00",35300,249,850,3770,27900,6270,803,714,1950,13000,1840,472,9740,657,3410,660,3300,802,1700,997,499,835,172,,,9.91,165,87.6,53.8,52.2,141
"2019-02-17 00:00:00",33000,232,749,2350,26300,5590,755,599,1700,11100,1500,392,8330,487,2840,575,2960,712,1270,750,284,714,148,,,9.37,146,82.8,51.9,49.0,120
"2019-02-18 00:00:00",30100,315,866,2190,23100,5190,740,582,1490,9400,1310,310,7000,407,2550,546,2040,702,621,349,119,983,130,,,8.83,161,96.6,66.0,78.3,298
"2019-02-19 00:00:00",26400,238,721,1930,20400,5010,695,519,1320,7880,1180,222,6020,331,2480,457,1680,582,555,309,118,737,90.6,,,8.31,132,79.8,51.8,53.0,176
"2019-02-20 00:00:00",23600,254,701,1690,18600,5290,681,491,1210,7060,1020,189,5420,301,2240,422,1540,541,521,285,119,628,76.2,,,8.08,133,81.2,53.9,53.1,153
