agency,site_no,site,description,date_time,flow,comments
USGS,01595500,kitzmiller,"North Branch Potomac River at Kitzmiller, MD",2019-07-04T00:00:00Z,633,
USGS,01595500,kitzmiller,"North Branch Potomac River at Kitzmiller, MD",2019-07-05T00:00:00Z,833,
USGS,01595500,kitzmiller,"North Branch Potomac River at Kitzmiller, MD",2019-07-06T00:00:00Z,870,
USGS,01595500,kitzmiller,"North Branch Potomac River at Kitzmiller, MD",2019-07-07T00:00:00Z,744,
USGS,01595500,kitzmiller,"North Branch Potomac River at Kitzmiller, MD",2019-07-08T00:00:00Z,787,
USGS,01595500,kitzmiller,"North Branch Potomac River at Kitzmiller, MD",2019-07-09T00:00:00Z,670,
USGS,01595500,kitzmiller,"North Branch Potomac River at Kitzmiller, MD",2019-07-10T00:00:00Z,526,
USGS,01595500,kitzmiller,"North Branch Potomac River at Kitzmiller, MD",2019-07-11T00:00:00Z,522,
USGS,01595500,kitzmiller,"North Branch Potomac River at Kitzmiller, MD",2019-07-12T00:00:00Z,722,
USGS,01595500,kitzmiller,"North Branch Potomac River at Kitzmiller, MD",2019-07-13T00:00:00Z,449,
USGS,01595500,kitzmiller,"North Branch Potomac River at Kitzmiller, MD",2019-07-14T00:00:00Z,399,
USGS,01595500,kitzmiller,"North Branch Potomac River at Kitzmiller, MD",2019-07-15T00:00:00Z,372,
USGS,01595500,kitzmiller,"North Branch Potomac River at Kitzmiller, MD",2019-07-16T00:00:00Z,348,
USGS,01595500,kitzmiller,"North Branch Potomac River at Kitzmiller, MD",2019-07-17T00:00:00Z,335,
USGS,01595500,kitzmiller,"North Branch Potomac River at Kitzmiller, MD",2019-07-18T00:00:00Z,330,
USGS,01595500,kitzmiller,"North Branch Potomac River at Kitzmiller, MD",2019-07-19T00:00:00Z,281,
USGS,01595500,kitzmiller,"North Branch Potomac River at Kitzmiller, MD",2019-07-20T00:00:00Z,259,
USGS,01595500,kitzmiller,"North Branch Potomac River at Kitzmiller, MD",2019-07-21T00:00:00Z,250,
USGS,01595500,kitzmiller,"North Branch Potomac River at Kitzmiller, MD",2019-07-22T00:00:00Z,336,
USGS,01595500,kitzmiller,"North Branch Potomac River at Kitzmiller, MD",2019-07-23T00:00:00Z,564,
USGS,01595500,kitzmiller,"North Branch Potomac River at Kitzmiller, MD",2019-07-24T00:00:00Z,328,
USGS,01595500,kitzmiller,"North Branch Potomac River at Kitzmiller, MD",2019-07-25T00:00:00Z,279,
USGS,01595500,kitzmiller,"North Branch Potomac River at Kitzmiller, MD",2019-07-26T00:00:00Z,261,
USGS,01595500,kitzmiller,"North Branch Potomac River at Kitzmiller, MD",2019-07-27T00:00:00Z,247,
USGS,01595500,kitzmiller,"North Branch Potomac River at Kitzmiller, MD",2019-07-28T00:00:00Z,235,
USGS,01595500,kitzmiller,"North Branch Potomac River at Kitzmiller, MD",2019-07-29T00:00:00Z,224,
USGS,01595500,kitzmiller,"North Branch Potomac River at Kitzmiller, MD",2019-07-30T00:00:00Z,132,
USGS,01595500,kitzmiller,"North Branch Potomac River at Kitzmiller, MD",2019-07-31T00:00:00Z,123,
USGS,01595500,kitzmiller,"North Branch Potomac River at Kitzmiller, MD",2019-08-01T00:00:00Z,137,
USGS,01595500,kitzmiller,"North Branch Potomac River at Kitzmiller, MD",2019-08-02T00:00:00Z,115,
USGS,01595500,kitzmiller,"North Branch Potomac River at Kitzmiller, MD",2019-08-03T00:00:00Z,100,
USGS,01595500,kitzmiller,"North Branch Potomac River at Kitzmiller, MD",2019-08-04T00:00:00Z,90,
USGS,01595500,kitzmiller,"North Branch Potomac River at Kitzmiller, MD",2019-08-05T00:00:00Z,85.1,
USGS,01595500,kitzmiller,"North Branch Potomac River at Kitzmiller, MD",2019-08-06T00:00:00Z,83.1,
USGS,01595500,kitzmiller,"North Branch Potomac River at Kitzmiller, MD",2019-08-07T00:00:00Z,85.2,
USGS,01595500,kitzmiller,"North Branch Potomac River at Kitzmiller, MD",2019-08-08T00:00:00Z,86,
USGS,01595500,kitzmiller,"North Branch Potomac River at Kitzmiller, MD",2019-08-09T00:00:00Z,86.4,
USGS,01595500,kitzmiller,"North Branch Potomac River at Kitzmiller, MD",2019-08-10T00:00:00Z,77.7,
USGS,01595500,kitzmiller,"North Branch Potomac River at Kitzmiller, MD",2019-08-11T00:00:00Z,66.6,
USGS,01595500,kitzmiller,"North Branch Potomac River at Kitzmiller, MD",2019-08-12T00:00:00Z,60.1,
USGS,01595500,kitzmiller,"North Branch Potomac River at Kitzmiller, MD",2019-08-13T00:00:00Z,55.6,
USGS,01595500,kitzmiller,"North Branch Potomac River at Kitzmiller, MD",2019-08-14T00:00:00Z,379,
USGS,01595500,kitzmiller,"North Branch Potomac River at Kitzmiller, MD",2019-08-15T00:00:00Z,149,
USGS,01595500,kitzmiller,"North Branch Potomac River at Kitzmiller, MD",2019-08-16T00:00:00Z,94.9,
USGS,01595500,kitzmiller,"North Branch Potomac River at Kitzmiller, MD",2019-08-17T00:00:00Z,78,
USGS,01595500,kitzmiller,"North Branch Potomac River at Kitzmiller, MD",2019-08-18T00:00:00Z,70.5,
USGS,01595500,kitzmiller,"North Branch Potomac River at Kitzmiller, MD",2019-08-19T00:00:00Z,65.1,
USGS,01595500,kitzmiller,"North Branch Potomac River at Kitzmiller, MD",2019-08-20T00:00:00Z,61.5,
USGS,01595500,kitzmiller,"North Branch Potomac River at Kitzmiller, MD",2019-08-21T00:00:00Z,106,
USGS,01595500,kitzmiller,"North Branch Potomac River at Kitzmiller, MD",2019-08-22T00:00:00Z,88.3,
USGS,01595500,kitzmiller,"North Branch Potomac River at Kitzmiller, MD",2019-08-23T00:00:00Z,117,
USGS,01595500,kitzmiller,"North Branch Potomac River at Kitzmiller, MD",2019-08-24T00:00:00Z,164,
USGS,01595500,kitzmiller,"North Branch Potomac River at Kitzmiller, MD",2019-08-25T00:00:00Z,91.4,
USGS,01595500,kitzmiller,"North Branch Potomac River at Kitzmiller, MD",2019-08-26T00:00:00Z,74.9,
USGS,01595500,kitzmiller,"North Branch Potomac River at Kitzmiller, MD",2019-08-27T00:00:00Z,73.5,
USGS,01595500,kitzmiller,"North Branch Potomac River at Kitzmiller, MD",2019-08-28T00:00:00Z,83.6,
USGS,01595500,kitzmiller,"North Branch Potomac River at Kitzmiller, MD",2019-08-29T00:00:00Z,81.6,
USGS,01595500,kitzmiller,"North Branch Potomac River at Kitzmiller, MD",2019-08-30T00:00:00Z,71,
USGS,01595500,kitzmiller,"North Branch Potomac River at Kitzmiller, MD",2019-08-31T00:00:00Z,66.2,
USGS,01595500,kitzmiller,"North Branch Potomac River at Kitzmiller, MD",2019-09-01T00:00:00Z,57.8,
USGS,01595500,kitzmiller,"North Branch Potomac River at Kitzmiller, MD",2019-09-02T00:00:00Z,57.1,
USGS,01595500,kitzmiller,"North Branch Potomac River at Kitzmiller, MD",2019-09-03T00:00:00Z,55.9,
USGS,01595500,kitzmiller,"North Branch Potomac River at Kitzmiller, MD",2019-09-04T00:00:00Z,57,
USGS,01595500,kitzmiller,"North Branch Potomac River at Kitzmiller, MD",2019-09-05T00:00:00Z,56.6,
USGS,01595500,kitzmiller,"North Branch Potomac River at Kitzmiller, MD",2019-09-06T00:00:00Z,56.8,
USGS,01595500,kitzmiller,"North Branch Potomac River at Kitzmiller, MD",2019-09-07T00:00:00Z,52.2,
USGS,01595500,kitzmiller,"North Branch Potomac River at Kitzmiller, MD",2019-09-08T00:00:00Z,48.6,
USGS,01595500,kitzmiller,"North Branch Potomac River at Kitzmiller, MD",2019-09-09T00:00:00Z,46.4,
USGS,01595500,kitzmiller,"North Branch Potomac River at Kitzmiller, MD",2019-09-10T00:00:00Z,44.9,
USGS,01595500,kitzmiller,"North Branch Potomac River at Kitzmiller, MD",2019-09-11T00:00:00Z,48.6,
USGS,01595500,kitzmiller,"North Branch Potomac River at Kitzmiller, MD",2019-09-12T00:00:00Z,45.9,
USGS,01595500,kitzmiller,"North Branch Potomac River at Kitzmiller, MD",2019-09-13T00:00:00Z,44.5,
USGS,01595500,kitzmiller,"North Branch Potomac River at Kitzmiller, MD",2019-09-14T00:00:00Z,44.3,
USGS,01595500,kitzmiller,"North Branch Potomac River at Kitzmiller, MD",2019-09-15T00:00:00Z,48.1,
USGS,01595500,kitzmiller,"North Branch Potomac River at Kitzmiller, MD",2019-09-16T00:00:00Z,38.7,
USGS,01595500,kitzmiller,"North Branch Potomac River at Kitzmiller, MD",2019-09-17T00:00:00Z,36.9,
USGS,01595500,kitzmiller,"North Branch Potomac River at Kitzmiller, MD",2019-09-18T00:00:00Z,41,
USGS,01595500,kitzmiller,"North Branch Potomac River at Kitzmiller, MD",2019-09-19T00:00:00Z,40.2,
USGS,01595500,kitzmiller,"North Branch Potomac River at Kitzmiller, MD",2019-09-20T00:00:00Z,42.4,
USGS,01595500,kitzmiller,"North Branch Potomac River at Kitzmiller, MD",2019-09-21T00:00:00Z,38.8,
USGS,01595500,kitzmiller,"North Branch Potomac River at Kitzmiller, MD",2019-09-22T00:00:00Z,36.8,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-05-01T00:00:00Z,719,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-05-02T00:00:00Z,665,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-05-03T00:00:00Z,646,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-05-04T00:00:00Z,653,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-05-05T00:00:00Z,2360,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-05-06T00:00:00Z,3660,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-05-07T00:00:00Z,3090,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-05-08T00:00:00Z,1880,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-05-09T00:00:00Z,788,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-05-10T00:00:00Z,769,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-05-11T00:00:00Z,1360,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-05-12T00:00:00Z,2430,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-05-13T00:00:00Z,3310,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-05-14T00:00:00Z,3610,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-05-15T00:00:00Z,3570,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-05-16T00:00:00Z,2390,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-05-17T00:00:00Z,1100,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-05-18T00:00:00Z,816,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-05-19T00:00:00Z,764,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-05-20T00:00:00Z,1370,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-05-21T00:00:00Z,1290,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-05-22T00:00:00Z,633,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-05-23T00:00:00Z,536,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-05-24T00:00:00Z,546,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-05-25T00:00:00Z,765,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-05-26T00:00:00Z,768,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-05-27T00:00:00Z,610,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-05-28T00:00:00Z,557,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-05-29T00:00:00Z,654,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-05-30T00:00:00Z,673,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-05-31T00:00:00Z,620,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-06-01T00:00:00Z,875,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-06-02T00:00:00Z,593,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-06-03T00:00:00Z,577,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-06-04T00:00:00Z,533,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-06-05T00:00:00Z,781,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-06-06T00:00:00Z,925,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-06-07T00:00:00Z,697,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-06-08T00:00:00Z,535,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-06-09T00:00:00Z,539,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-06-10T00:00:00Z,810,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-06-11T00:00:00Z,935,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-06-12T00:00:00Z,651,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-06-13T00:00:00Z,490,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-06-14T00:00:00Z,473,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-06-15T00:00:00Z,467,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-06-16T00:00:00Z,466,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-06-17T00:00:00Z,475,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-06-18T00:00:00Z,469,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-06-19T00:00:00Z,473,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-06-20T00:00:00Z,484,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-06-21T00:00:00Z,482,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-06-22T00:00:00Z,490,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-06-23T00:00:00Z,485,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-06-24T00:00:00Z,479,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-06-25T00:00:00Z,487,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-06-26T00:00:00Z,470,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-06-27T00:00:00Z,458,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-06-28T00:00:00Z,438,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-06-29T00:00:00Z,462,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-06-30T00:00:00Z,2890,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-07-01T00:00:00Z,3440,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-07-02T00:00:00Z,2250,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-07-03T00:00:00Z,1230,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-07-04T00:00:00Z,1120,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-07-05T00:00:00Z,888,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-07-06T00:00:00Z,935,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-07-07T00:00:00Z,1360,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-07-08T00:00:00Z,1390,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-07-09T00:00:00Z,1290,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-07-10T00:00:00Z,806,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-07-11T00:00:00Z,678,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-07-12T00:00:00Z,719,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-07-13T00:00:00Z,737,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-07-14T00:00:00Z,729,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-07-15T00:00:00Z,723,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-07-16T00:00:00Z,699,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-07-17T00:00:00Z,619,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-07-18T00:00:00Z,571,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-07-19T00:00:00Z,512,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-07-20T00:00:00Z,473,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-07-21T00:00:00Z,471,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-07-22T00:00:00Z,480,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-07-23T00:00:00Z,481,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-07-24T00:00:00Z,463,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-07-25T00:00:00Z,454,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-07-26T00:00:00Z,453,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-07-27T00:00:00Z,452,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-07-28T00:00:00Z,449,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-07-29T00:00:00Z,451,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-07-30T00:00:00Z,437,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-07-31T00:00:00Z,433,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-08-01T00:00:00Z,444,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-08-02T00:00:00Z,430,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-08-03T00:00:00Z,382,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-08-04T00:00:00Z,367,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-08-05T00:00:00Z,367,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-08-06T00:00:00Z,366,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-08-07T00:00:00Z,364,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-08-08T00:00:00Z,348,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-08-09T00:00:00Z,333,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-08-10T00:00:00Z,331,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-08-11T00:00:00Z,328,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-08-12T00:00:00Z,325,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-08-13T00:00:00Z,325,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-08-14T00:00:00Z,327,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-08-15T00:00:00Z,319,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-08-16T00:00:00Z,311,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-08-17T00:00:00Z,309,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-08-18T00:00:00Z,310,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-08-19T00:00:00Z,309,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-08-20T00:00:00Z,311,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-08-21T00:00:00Z,304,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-08-22T00:00:00Z,270,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-08-23T00:00:00Z,300,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-08-24T00:00:00Z,750,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-08-25T00:00:00Z,680,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-08-26T00:00:00Z,285,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-08-27T00:00:00Z,281,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-08-28T00:00:00Z,280,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-08-29T00:00:00Z,279,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-08-30T00:00:00Z,280,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-08-31T00:00:00Z,279,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-09-01T00:00:00Z,278,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-09-02T00:00:00Z,280,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-09-03T00:00:00Z,278,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-09-04T00:00:00Z,277,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-09-05T00:00:00Z,276,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-09-06T00:00:00Z,277,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-09-07T00:00:00Z,276,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-09-08T00:00:00Z,276,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-09-09T00:00:00Z,279,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-09-10T00:00:00Z,283,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-09-11T00:00:00Z,283,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-09-12T00:00:00Z,282,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-09-13T00:00:00Z,282,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-09-14T00:00:00Z,709,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-09-15T00:00:00Z,701,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-09-16T00:00:00Z,273,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-09-17T00:00:00Z,273,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-09-18T00:00:00Z,271,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-09-19T00:00:00Z,270,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-09-20T00:00:00Z,270,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-09-21T00:00:00Z,270,
USGS,01598500,luke,"North Branch Potomac River at Luke, MD",2019-09-22T00:00:00Z,270,
USGS,01603000,nbp_cumb,"North Branch Potomac River near Cumberland, MD",2019-05-01T00:00:00Z,1420,
USGS,01603000,nbp_cumb,"North Branch Potomac River near Cumberland, MD",2019-05-02T00:00:00Z,1370,
USGS,01603000,nbp_cumb,"North Branch Potomac River near Cumberland, MD",2019-05-03T00:00:00Z,1430,
USGS,01603000,nbp_cumb,"North Branch Potomac River near Cumberland, MD",2019-05-04T00:00:00Z,1820,
USGS,01603000,nbp_cumb,"North Branch Potomac River near Cumberland, MD",2019-05-05T00:00:00Z,3770,
USGS,01603000,nbp_cumb,"North Branch Potomac River near Cumberland, MD",2019-05-06T00:00:00Z,6600,
USGS,01603000,nbp_cumb,"North Branch Potomac River near Cumberland, MD",2019-05-07T00:00:00Z,5300,
USGS,01603000,nbp_cumb,"North Branch Potomac River near Cumberland, MD",2019-05-08T00:00:00Z,3820,
USGS,01603000,nbp_cumb,"North Branch Potomac River near Cumberland, MD",2019-05-09T00:00:00Z,2030,
USGS,01603000,nbp_cumb,"North Branch Potomac River near Cumberland, MD",2019-05-10T00:00:00Z,1760,
USGS,01603000,nbp_cumb,"North Branch Potomac River near Cumberland, MD",2019-05-11T00:00:00Z,1760,
USGS,01603000,nbp_cumb,"North Branch Potomac River near Cumberland, MD",2019-05-12T00:00:00Z,5350,
USGS,01603000,nbp_cumb,"North Branch Potomac River near Cumberland, MD",2019-05-13T00:00:00Z,7700,
USGS,01603000,nbp_cumb,"North Branch Potomac River near Cumberland, MD",2019-05-14T00:00:00Z,7000,
USGS,01603000,nbp_cumb,"North Branch Potomac River near Cumberland, MD",2019-05-15T00:00:00Z,6080,
USGS,01603000,nbp_cumb,"North Branch Potomac River near Cumberland, MD",2019-05-16T00:00:00Z,4700,
USGS,01603000,nbp_cumb,"North Branch Potomac River near Cumberland, MD",2019-05-17T00:00:00Z,2690,
USGS,01603000,nbp_cumb,"North Branch Potomac River near Cumberland, MD",2019-05-18T00:00:00Z,1930,
USGS,01603000,nbp_cumb,"North Branch Potomac River near Cumberland, MD",2019-05-19T00:00:00Z,1710,
USGS,01603000,nbp_cumb,"North Branch Potomac River near Cumberland, MD",2019-05-20T00:00:00Z,1860,
USGS,01603000,nbp_cumb,"North Branch Potomac River near Cumberland, MD",2019-05-21T00:00:00Z,2390,
USGS,01603000,nbp_cumb,"North Branch Potomac River near Cumberland, MD",2019-05-22T00:00:00Z,1400,
USGS,01603000,nbp_cumb,"North Branch Potomac River near Cumberland, MD",2019-05-23T00:00:00Z,1100,
USGS,01603000,nbp_cumb,"North Branch Potomac River near Cumberland, MD",2019-05-24T00:00:00Z,1080,
USGS,01603000,nbp_cumb,"North Branch Potomac River near Cumberland, MD",2019-05-25T00:00:00Z,1080,
USGS,01603000,nbp_cumb,"North Branch Potomac River near Cumberland, MD",2019-05-26T00:00:00Z,1210,
USGS,01603000,nbp_cumb,"North Branch Potomac River near Cumberland, MD",2019-05-27T00:00:00Z,1390,
USGS,01603000,nbp_cumb,"North Branch Potomac River near Cumberland, MD",2019-05-28T00:00:00Z,1130,
USGS,01603000,nbp_cumb,"North Branch Potomac River near Cumberland, MD",2019-05-29T00:00:00Z,1000,
USGS,01603000,nbp_cumb,"North Branch Potomac River near Cumberland, MD",2019-05-30T00:00:00Z,1250,
USGS,01603000,nbp_cumb,"North Branch Potomac River near Cumberland, MD",2019-05-31T00:00:00Z,1220,
USGS,01603000,nbp_cumb,"North Branch Potomac River near Cumberland, MD",2019-06-01T00:00:00Z,1230,
USGS,01603000,nbp_cumb,"North Branch Potomac River near Cumberland, MD",2019-06-02T00:00:00Z,1170,
USGS,01603000,nbp_cumb,"North Branch Potomac River near Cumberland, MD",2019-06-03T00:00:00Z,1080,
USGS,01603000,nbp_cumb,"North Branch Potomac River near Cumberland, MD",2019-06-04T00:00:00Z,949,
USGS,01603000,nbp_cumb,"North Branch Potomac River near Cumberland, MD",2019-06-05T00:00:00Z,903,
USGS,01603000,nbp_cumb,"North Branch Potomac River near Cumberland, MD",2019-06-06T00:00:00Z,1220,
USGS,01603000,nbp_cumb,"North Branch Potomac River near Cumberland, MD",2019-06-07T00:00:00Z,1180,
USGS,01603000,nbp_cumb,"North Branch Potomac River near Cumberland, MD",2019-06-08T00:00:00Z,834,
USGS,01603000,nbp_cumb,"North Branch Potomac River near Cumberland, MD",2019-06-09T00:00:00Z,804,
USGS,01603000,nbp_cumb,"North Branch Potomac River near Cumberland, MD",2019-06-10T00:00:00Z,984,
USGS,01603000,nbp_cumb,"North Branch Potomac River near Cumberland, MD",2019-06-11T00:00:00Z,1360,
USGS,01603000,nbp_cumb,"North Branch Potomac River near Cumberland, MD",2019-06-12T00:00:00Z,1170,
USGS,01603000,nbp_cumb,"North Branch Potomac River near Cumberland, MD",2019-06-13T00:00:00Z,821,
USGS,01603000,nbp_cumb,"North Branch Potomac River near Cumberland, MD",2019-06-14T00:00:00Z,825,
USGS,01603000,nbp_cumb,"North Branch Potomac River near Cumberland, MD",2019-06-15T00:00:00Z,747,
USGS,01603000,nbp_cumb,"North Branch Potomac River near Cumberland, MD",2019-06-16T00:00:00Z,714,
